,page,country,rev_id,ores_score,FIPS,Name,Type,TimeFrame,Data (M),Population
17908,Juan José Daboub,Salvadoran,778564487,"{""B"": 0.23568979460236986, ""C"": 0.4300597278484404, ""FA"": 0.005587588447194622, ""GA"": 0.02063802620501996, ""Start"": 0.30269924727264425, ""Stub"": 0.005325615624330996}",,,,,,
17942,Kerai Mariur,Palauan,778679721,"{""B"": 0.016027895931393928, ""C"": 0.027212754942769878, ""FA"": 0.0030974678402726024, ""GA"": 0.006391292372015422, ""Start"": 0.34697758727502703, ""Stub"": 0.6002930016385211}",,,,,,
17952,Kete Ioane,Cook Island,778717694,"{""B"": 0.03334423017835994, ""C"": 0.13752205309908078, ""FA"": 0.0043748108633373875, ""GA"": 0.01205874882934788, ""Start"": 0.6832437719679568, ""Stub"": 0.12945638506191717}",,,,,,
17958,Tom Davis (Cook Islands politician),Cook Island,778763952,"{""B"": 0.1254261147804494, ""C"": 0.4853517980097479, ""FA"": 0.004788595188327738, ""GA"": 0.02095677243587082, ""Start"": 0.35466242135765147, ""Stub"": 0.008814298227952594}",,,,,,
17977,Niki Rattle,Cook Island,778789714,"{""B"": 0.007121910569582234, ""C"": 0.01573269745063343, ""FA"": 0.001507364903273635, ""GA"": 0.0033626702958722597, ""Start"": 0.04456410927542579, ""Stub"": 0.9277112475052127}",,,,,,
18023,Kim Jae-soon,South Korean,778915319,"{""B"": 0.022633871238912476, ""C"": 0.05355074046596879, ""FA"": 0.0026788047331969315, ""GA"": 0.007468730799802819, ""Start"": 0.22140174984997107, ""Stub"": 0.6922661029121479}",,,,,,
18025,Kim Jin-sun,South Korean,778916810,"{""B"": 0.0111967580340701, ""C"": 0.022700453824658212, ""FA"": 0.0021838283976282624, ""GA"": 0.0045428591439860945, ""Start"": 0.0906325613287394, ""Stub"": 0.868743539270918}",,,,,,
18078,Jan Hendrik Hofmeyr (Onze Jan),Cape Colony,779046359,"{""B"": 0.2751813003087561, ""C"": 0.45959608449657285, ""FA"": 0.024295530672775453, ""GA"": 0.11036145594151898, ""Start"": 0.12115858604374084, ""Stub"": 0.009407042536635662}",,,,,,
18080,Ilija Dimovski,Macedonia,779048199,"{""B"": 0.00846505620536279, ""C"": 0.011409567901288279, ""FA"": 0.0013759262752735964, ""GA"": 0.002627293925487097, ""Start"": 0.0394834429988746, ""Stub"": 0.9366387126937137}",,,,,,
18083,William Alfred Young,Pitcairn Islands,779056744,"{""B"": 0.0069266990419810225, ""C"": 0.007507442787281672, ""FA"": 0.0011527581373271972, ""GA"": 0.0019035268727575943, ""Start"": 0.022821770568354632, ""Stub"": 0.9596878025922979}",,,,,,
18197,O'Love Jacobsen,Niuean,779369629,"{""B"": 0.20820090574527755, ""C"": 0.5336282917765689, ""FA"": 0.007558520202049195, ""GA"": 0.05884381212726084, ""Start"": 0.1760644002901635, ""Stub"": 0.01570406985868011}",,,,,,
18198,Sisilia Talagi,Niuean,779369671,"{""B"": 0.022597348063404844, ""C"": 0.03731914296713048, ""FA"": 0.0025538866083201868, ""GA"": 0.007022238350647291, ""Start"": 0.25841119330844486, ""Stub"": 0.6720961907020524}",,,,,,
18199,Salilo Tongia,Niuean,779369724,"{""B"": 0.00535120715115957, ""C"": 0.008048462145375046, ""FA"": 0.0010839051176053033, ""GA"": 0.002332305113957233, ""Start"": 0.0137721895816457, ""Stub"": 0.9694119308902572}",,,,,,
18200,Va'aiga Tukuitonga,Niuean,779369750,"{""B"": 0.01070080793152007, ""C"": 0.019339446671616224, ""FA"": 0.001917650602627285, ""GA"": 0.004776084392724317, ""Start"": 0.0820423444577794, ""Stub"": 0.8812236659437327}",,,,,,
18223,Ada Mae Edwards,Saint Kitts and Nevis,779378782,"{""B"": 0.029457573127092584, ""C"": 0.07239037529416974, ""FA"": 0.004362052807668339, ""GA"": 0.008539440187769785, ""Start"": 0.7604315972553924, ""Stub"": 0.1248189613279071}",,,,,,
18224,Constance V. Mitcham,Saint Kitts and Nevis,779379168,"{""B"": 0.022375508193269587, ""C"": 0.055199725762296474, ""FA"": 0.003718200305840343, ""GA"": 0.007691013501638146, ""Start"": 0.46771361145463675, ""Stub"": 0.44330194078231877}",,,,,,
18260,Irena Kočí,Czech Republic,779417455,"{""B"": 0.022068720410790256, ""C"": 0.03200324671457376, ""FA"": 0.002834020574610481, ""GA"": 0.004514816359208507, ""Start"": 0.18063142995829046, ""Stub"": 0.7579477659825264}",,,,,,
18261,Martin Netolický,Czech Republic,779417738,"{""B"": 0.010719121658474818, ""C"": 0.01670610299713368, ""FA"": 0.0018535776434483247, ""GA"": 0.003354806826409167, ""Start"": 0.06353153756576442, ""Stub"": 0.9038348533087697}",,,,,,
18262,David Rath,Czech Republic,779418369,"{""B"": 0.10439768536309606, ""C"": 0.3596667744146879, ""FA"": 0.005011703460177831, ""GA"": 0.025263015488472113, ""Start"": 0.4913513450169438, ""Stub"": 0.014309476256622293}",,,,,,
18398,Eva Nováková,Czech Republic,779498276,"{""B"": 0.008673332974336981, ""C"": 0.01188761423705987, ""FA"": 0.0016928928568366594, ""GA"": 0.003076015771774749, ""Start"": 0.08079194603226386, ""Stub"": 0.8938781981277281}",,,,,,
18399,Vojtěch Adam,Czech Republic,779500408,"{""B"": 0.008632920335426958, ""C"": 0.013942365440057836, ""FA"": 0.0016921700081282607, ""GA"": 0.0033498674526790738, ""Start"": 0.04542348448748282, ""Stub"": 0.9269591922762249}",,,,,,
18400,Vlastimil Balín,Czech Republic,779500749,"{""B"": 0.005511233456228171, ""C"": 0.006796748987446082, ""FA"": 0.001029063753438765, ""GA"": 0.0016295272590511692, ""Start"": 0.01448190034283649, ""Stub"": 0.9705515262009994}",,,,,,
18401,Jiří Dolejš,Czech Republic,779500957,"{""B"": 0.014337003833540425, ""C"": 0.0240074888626803, ""FA"": 0.002497940909597096, ""GA"": 0.004941089659400868, ""Start"": 0.24070314513768556, ""Stub"": 0.7135133315970957}",,,,,,
18402,Zuzka Bebarová-Rujbrová,Czech Republic,779501010,"{""B"": 0.010529733523368407, ""C"": 0.01809839473360752, ""FA"": 0.0019178184947044677, ""GA"": 0.0040501031004256845, ""Start"": 0.0521029639421448, ""Stub"": 0.9133009862057492}",,,,,,
18403,Marie Stiborová,Czech Republic,779501096,"{""B"": 0.035559111922209466, ""C"": 0.0904781061267108, ""FA"": 0.004610738483758223, ""GA"": 0.016594183521015073, ""Start"": 0.5089967349801202, ""Stub"": 0.34376112496618616}",,,,,,
18404,Jiří Svoboda (politician),Czech Republic,779501161,"{""B"": 0.009646027111516114, ""C"": 0.015801037208499274, ""FA"": 0.0018996142418421485, ""GA"": 0.0036684561768512334, ""Start"": 0.052130812023011924, ""Stub"": 0.9168540532382792}",,,,,,
18405,Miloslava Vostrá,Czech Republic,779501194,"{""B"": 0.007687412909087708, ""C"": 0.010808100590810816, ""FA"": 0.0014585967454978732, ""GA"": 0.0028259134005618578, ""Start"": 0.025124424654493136, ""Stub"": 0.9520955516995485}",,,,,,
18406,Jiří Čeřovský,Czech Republic,779501654,"{""B"": 0.009553853540483923, ""C"": 0.010429591947040906, ""FA"": 0.0016731141906028036, ""GA"": 0.002670585356391893, ""Start"": 0.06672868510610694, ""Stub"": 0.9089441698593735}",,,,,,
18407,Jan Korger,Czech Republic,779501783,"{""B"": 0.00628200216471635, ""C"": 0.010506340828929667, ""FA"": 0.0011400793589597155, ""GA"": 0.0022539898097299247, ""Start"": 0.020574579291365178, ""Stub"": 0.9592430085462992}",,,,,,
18443,Kim Il-ung,South Korean,779544705,"{""B"": 0.021980966329868474, ""C"": 0.02595914097209224, ""FA"": 0.002408219889964368, ""GA"": 0.005322414936571615, ""Start"": 0.10480887565714368, ""Stub"": 0.8395203822143597}",,,,,,
18444,Koo Kyo-hyun,South Korean,779544873,"{""B"": 0.02599851206598106, ""C"": 0.043471827168984095, ""FA"": 0.0031049264065127506, ""GA"": 0.008222196494081882, ""Start"": 0.15321607517747823, ""Stub"": 0.7659864626869619}",,,,,,
18448,Juan Carlos Valenzuela (politician),Hondura,779557210,"{""B"": 0.006192292315861613, ""C"": 0.008058922205104947, ""FA"": 0.0011681286847855662, ""GA"": 0.0021733342592856453, ""Start"": 0.018430549681796003, ""Stub"": 0.9639767728531664}",,,,,,
18467,Adalgisa Ximenes,East Timorese,779579546,"{""B"": 0.011003657577852252, ""C"": 0.02162112148808354, ""FA"": 0.00202277049717493, ""GA"": 0.004656985926924356, ""Start"": 0.18458604485009542, ""Stub"": 0.7761094196598695}",,,,,,
18474,Kateřina Jacques,Czech Republic,779581127,"{""B"": 0.29001480773514715, ""C"": 0.523363098030981, ""FA"": 0.008629407607189287, ""GA"": 0.05991942731668557, ""Start"": 0.112499529549094, ""Stub"": 0.005573729760903043}",,,,,,
18523,Jacqueline Oble,Ivorian,779741800,"{""B"": 0.1391494098447403, ""C"": 0.4957188454535586, ""FA"": 0.00586227120898322, ""GA"": 0.0338019619947002, ""Start"": 0.3136648474975819, ""Stub"": 0.011802664000435727}",,,,,,
18572,Tomáš Chalupa,Czech Republic,779839245,"{""B"": 0.010171682240092494, ""C"": 0.015448186376679697, ""FA"": 0.0019713282055067523, ""GA"": 0.0038068602599577333, ""Start"": 0.058970452907860064, ""Stub"": 0.9096314900099034}",,,,,,
18573,Pavel Blažek,Czech Republic,779839319,"{""B"": 0.00986818439532798, ""C"": 0.012873305199635457, ""FA"": 0.0018703354509764607, ""GA"": 0.002839383121833508, ""Start"": 0.05986058612762852, ""Stub"": 0.9126882057045981}",,,,,,
18574,Aleš Řebíček,Czech Republic,779839400,"{""B"": 0.01109346545245594, ""C"": 0.015023507214349344, ""FA"": 0.0020966326901413813, ""GA"": 0.00396353686061542, ""Start"": 0.10130423381419176, ""Stub"": 0.8665186239682461}",,,,,,
18575,Ivan Langer,Czech Republic,779839455,"{""B"": 0.029003031765077646, ""C"": 0.07642186875428202, ""FA"": 0.004273507012114246, ""GA"": 0.0070473847744549, ""Start"": 0.7242371122520455, ""Stub"": 0.15901709544202575}",,,,,,
18576,Jan Stráský,Czech Republic,779839492,"{""B"": 0.025131158464614663, ""C"": 0.06206439498840484, ""FA"": 0.003923221686224146, ""GA"": 0.008088734925135411, ""Start"": 0.5629860421468486, ""Stub"": 0.33780644778877245}",,,,,,
18581,Jan Chvojka,Czech Republic,779842639,"{""B"": 0.008679182338599024, ""C"": 0.014244706246161636, ""FA"": 0.0017184304489576384, ""GA"": 0.0037349444958603467, ""Start"": 0.05517887613746988, ""Stub"": 0.9164438603329516}",,,,,,
18585,Marie Benešová,Czech Republic,779847262,"{""B"": 0.008648772407805075, ""C"": 0.011906210254456427, ""FA"": 0.0016916959977719558, ""GA"": 0.0032240715258610784, ""Start"": 0.0441392418021058, ""Stub"": 0.9303900080119997}",,,,,,
18586,Juraj Chmiel,Czech Republic,779847492,"{""B"": 0.016253887734034467, ""C"": 0.032938063611963865, ""FA"": 0.0028199110481102836, ""GA"": 0.004990978551875298, ""Start"": 0.35592130304057823, ""Stub"": 0.5870758560134379}",,,,,,
18587,Daniela Kovářová,Czech Republic,779847531,"{""B"": 0.010242243982348551, ""C"": 0.015407407686148318, ""FA"": 0.0019716484828928398, ""GA"": 0.0037729079204117536, ""Start"": 0.061201917150314984, ""Stub"": 0.9074038747778834}",,,,,,
18588,Rostislav Vondruška,Czech Republic,779847687,"{""B"": 0.007602436398726554, ""C"": 0.010976319730472611, ""FA"": 0.0014869500150449203, ""GA"": 0.0030490971549806977, ""Start"": 0.03313559645762848, ""Stub"": 0.9437496002431467}",,,,,,
18589,Martin Štěpánek (actor),Czech Republic,779847799,"{""B"": 0.029875244044175686, ""C"": 0.09820786781349944, ""FA"": 0.0040846144335166335, ""GA"": 0.010799587162737946, ""Start"": 0.42933566923347366, ""Stub"": 0.42769701731259663}",,,,,,
18590,Helena Třeštíková,Czech Republic,779847837,"{""B"": 0.009127571064535682, ""C"": 0.01712928425794386, ""FA"": 0.0016557833245043662, ""GA"": 0.0033487575038066973, ""Start"": 0.06947776289495322, ""Stub"": 0.8992608409542561}",,,,,,
18591,Milena Vicenová,Czech Republic,779847883,"{""B"": 0.005823977041190274, ""C"": 0.007374166978705689, ""FA"": 0.001051170857168931, ""GA"": 0.001962622616875764, ""Start"": 0.014076533059887528, ""Stub"": 0.9697115294461719}",,,,,,
18592,Jaroslav Bašta,Czech Republic,779848743,"{""B"": 0.012276013272294824, ""C"": 0.028999309772658785, ""FA"": 0.0025712041929468504, ""GA"": 0.006041904379705054, ""Start"": 0.18793427429834397, ""Stub"": 0.7621772940840505}",,,,,,
18593,Josef Lux,Czech Republic,779849059,"{""B"": 0.01029985079935413, ""C"": 0.015429669091498502, ""FA"": 0.0017452974863754402, ""GA"": 0.0031281071538982468, ""Start"": 0.09952242112475294, ""Stub"": 0.8698746543441207}",,,,,,
18594,Miroslav Macek,Czech Republic,779849258,"{""B"": 0.010336065615246656, ""C"": 0.014273706717719766, ""FA"": 0.0019595119687728104, ""GA"": 0.0035037917192680622, ""Start"": 0.07673379152820992, ""Stub"": 0.8931931324507827}",,,,,,
18595,Ladislav Miko,Czech Republic,779849694,"{""B"": 0.010235472805949643, ""C"": 0.02009011321711388, ""FA"": 0.0019111478971441155, ""GA"": 0.0045709832981977476, ""Start"": 0.05641242180956592, ""Stub"": 0.9067798609720287}",,,,,,
18596,Džamila Stehlíková,Czech Republic,779849767,"{""B"": 0.008363711784040882, ""C"": 0.010635413223648475, ""FA"": 0.0015245795936912753, ""GA"": 0.002371843113087253, ""Start"": 0.06213069347272644, ""Stub"": 0.9149737588128056}",,,,,,
18607,José Arturo Vásquez Machado,Salvadoran,779894617,"{""B"": 0.010625945947419358, ""C"": 0.01790255858209723, ""FA"": 0.0019139026645416508, ""GA"": 0.004347086959330422, ""Start"": 0.12497915975090856, ""Stub"": 0.8402313460957028}",,,,,,
18618,Andrés del Valle,Salvadoran,779931580,"{""B"": 0.09113445857464798, ""C"": 0.24452871625953693, ""FA"": 0.004409430880356836, ""GA"": 0.007254102787021719, ""Start"": 0.6315272480840048, ""Stub"": 0.021146043414431707}",,,,,,
18664,Vice-Presidents of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",780035740,"{""B"": 0.019661830194160818, ""C"": 0.0246038036168775, ""FA"": 0.0031322809089629243, ""GA"": 0.004749857265331002, ""Start"": 0.3908396938097045, ""Stub"": 0.5570125342049632}",,,,,,
18669,Jozef Moravčík,Czech Republic,780051829,"{""B"": 0.009567144229895241, ""C"": 0.01401318677987814, ""FA"": 0.0017902729001680832, ""GA"": 0.0029125790721245817, ""Start"": 0.08405335729081924, ""Stub"": 0.8876634597271148}",,,,,,
18703,Ji Sang-wook,South Korean,780227423,"{""B"": 0.06335936199129351, ""C"": 0.23347824756143873, ""FA"": 0.005742275875731119, ""GA"": 0.02231583352087015, ""Start"": 0.411765502807866, ""Stub"": 0.2633387782428006}",,,,,,
18710,Lenard Montoute,Saint Lucian,780250934,"{""B"": 0.03571579777653518, ""C"": 0.12764495372338747, ""FA"": 0.004968290301732329, ""GA"": 0.010658244097677082, ""Start"": 0.7096430558493203, ""Stub"": 0.11136965825134752}",,,,,,
18713,Mark Partridge,Rhodesian,780260926,"{""B"": 0.009759202419207184, ""C"": 0.013727874522688017, ""FA"": 0.0018062729686274274, ""GA"": 0.002507896295506757, ""Start"": 0.058589411611744344, ""Stub"": 0.9136093421822263}",,,,,,
18721,Janez Bleiweis,Carniolan,780281974,"{""B"": 0.05017371126808058, ""C"": 0.05746446987176442, ""FA"": 0.003280130617776976, ""GA"": 0.005404469428211853, ""Start"": 0.8470118081668483, ""Stub"": 0.03666541064731787}",,,,,,
18736,Milan Uhde,Czech Republic,780321961,"{""B"": 0.01403039034505274, ""C"": 0.026770316257798688, ""FA"": 0.002593340838284935, ""GA"": 0.005386602621881544, ""Start"": 0.2627171466116815, ""Stub"": 0.6885022033253007}",,,,,,
18747,Kaj Leo Johannesen,Faroese,780361487,"{""B"": 0.09289274444085105, ""C"": 0.34316113263385906, ""FA"": 0.004239693800485204, ""GA"": 0.021607609439412912, ""Start"": 0.5236945170071353, ""Stub"": 0.014404302678256384}",,,,,,
18752,Todor Petrov,Macedonia,780424320,"{""B"": 0.17495935579475133, ""C"": 0.5491391291518862, ""FA"": 0.0070914873415828285, ""GA"": 0.17427713465155523, ""Start"": 0.09027916841770578, ""Stub"": 0.004253724642518652}",,,,,,
18789,František Pitra,Czech Republic,780534080,"{""B"": 0.008079053962975244, ""C"": 0.011414029703005722, ""FA"": 0.0014587973555415213, ""GA"": 0.0030867449882875883, ""Start"": 0.02797349156487012, ""Stub"": 0.9479878824253197}",,,,,,
18791,Oldřich Černík,Czech Republic,780534267,"{""B"": 0.013979386635001124, ""C"": 0.020522827029180808, ""FA"": 0.0026556813123944354, ""GA"": 0.003855845922146976, ""Start"": 0.21302098622930213, ""Stub"": 0.7459652728719746}",,,,,,
18792,Maliina Abelsen,Greenlandic,780537008,"{""B"": 0.01754228924519185, ""C"": 0.026818353256480385, ""FA"": 0.002781208659130979, ""GA"": 0.005643564511932771, ""Start"": 0.5623675113948258, ""Stub"": 0.3848470729324381}",,,,,,
18793,Rigmor Dam,Faroese,780543271,"{""B"": 0.054053894385094996, ""C"": 0.09806185643817966, ""FA"": 0.004861919135687112, ""GA"": 0.010714374007232075, ""Start"": 0.7295310293359785, ""Stub"": 0.10277692669782766}",,,,,,
18794,Hanna Jensen,Faroese,780543417,"{""B"": 0.13008828652639817, ""C"": 0.3057125458452256, ""FA"": 0.005338495353295699, ""GA"": 0.04265410330548931, ""Start"": 0.5037679037162033, ""Stub"": 0.01243866525338793}",,,,,,
18795,Sonja Jógvansdóttir,Faroese,780543635,"{""B"": 0.09784398830632499, ""C"": 0.09014495450799404, ""FA"": 0.003846618745823597, ""GA"": 0.010005245319764274, ""Start"": 0.715947302871375, ""Stub"": 0.08221189024871826}",,,,,,
18796,Karin Kjølbro,Faroese,780543692,"{""B"": 0.10667456467417094, ""C"": 0.25907187165524664, ""FA"": 0.0039432664123899485, ""GA"": 0.006991950005166759, ""Start"": 0.6024393598720458, ""Stub"": 0.020878987380979836}",,,,,,
18807,Lilian Mercedes Letona,Salvadoran,780552804,"{""B"": 0.08982652893826483, ""C"": 0.2717814066130547, ""FA"": 0.004128572415649326, ""GA"": 0.019691382672934184, ""Start"": 0.6040012128091371, ""Stub"": 0.01057089655095978}",,,,,,
18853,Carlos Quintanilla Schmidt,Salvadoran,780701356,"{""B"": 0.005802991231338196, ""C"": 0.011063668101167304, ""FA"": 0.0012140252561231221, ""GA"": 0.0027424837567232036, ""Start"": 0.029474906583463713, ""Stub"": 0.9497019250711844}",,,,,,
18868,Odilon Kafitwe wa pa Bowa,"Congo, Dem. Rep. of",780757242,"{""B"": 0.024202210532058364, ""C"": 0.027305108091961402, ""FA"": 0.003450136540108732, ""GA"": 0.005866719626602564, ""Start"": 0.4875968025067293, ""Stub"": 0.4515790227025395}",,,,,,
18872,Muagututagata Peter Ah Him,Samoan,780759402,"{""B"": 0.014852537480990344, ""C"": 0.029472177197732943, ""FA"": 0.0028368874037499547, ""GA"": 0.006324221382763021, ""Start"": 0.31281017804308997, ""Stub"": 0.6337039984916737}",,,,,,
18890,Otakar Motejl,Czech Republic,780868492,"{""B"": 0.022442708010951648, ""C"": 0.06837853241807891, ""FA"": 0.00374793562254626, ""GA"": 0.007943696655392116, ""Start"": 0.47941138364783203, ""Stub"": 0.418075743645199}",,,,,,
18892,Ludwig Czech,Czech Republic,780887131,"{""B"": 0.015222936336392037, ""C"": 0.023620721511844345, ""FA"": 0.002791050759629764, ""GA"": 0.0052832954922021015, ""Start"": 0.26667081608972415, ""Stub"": 0.6864111798102076}",,,,,,
18900,Rudolf Beran,Czech Republic,780921783,"{""B"": 0.025709427546488337, ""C"": 0.06095720559911087, ""FA"": 0.003537536882517545, ""GA"": 0.005105181264511272, ""Start"": 0.808421165002793, ""Stub"": 0.09626948370457901}",,,,,,
18954,Enrique Álvarez Córdova,Salvadoran,781102914,"{""B"": 0.017580046055771723, ""C"": 0.042750398368814134, ""FA"": 0.0025135498862280327, ""GA"": 0.004981530076760537, ""Start"": 0.38408321218257874, ""Stub"": 0.5480912634298468}",,,,,,
18966,Chung Hong-won,South Korean,781133659,"{""B"": 0.11780040374838953, ""C"": 0.3743952061239304, ""FA"": 0.00580251873949737, ""GA"": 0.02666033561678435, ""Start"": 0.44695562087867485, ""Stub"": 0.028385914892723497}",,,,,,
18967,Kim Byong-joon,South Korean,781134255,"{""B"": 0.03135836358010149, ""C"": 0.09424167708481425, ""FA"": 0.004448546734135161, ""GA"": 0.00838274120272506, ""Start"": 0.24386858328173805, ""Stub"": 0.6177000881164859}",,,,,,
19069,Winston Pond,Montserratian,781452925,"{""B"": 0.02369701200787186, ""C"": 0.06313202289625491, ""FA"": 0.003804411829101206, ""GA"": 0.010140988612726078, ""Start"": 0.4039103647407567, ""Stub"": 0.49531519991328915}",,,,,,
19160,Metodija Andonov-Čento,Macedonia,781819701,"{""B"": 0.17942269759795557, ""C"": 0.19801687618111205, ""FA"": 0.005865614671611425, ""GA"": 0.008938872903837337, ""Start"": 0.5950196053363068, ""Stub"": 0.01273633330917681}",,,,,,
